OTU_19	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina
OTU_2325	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_falcatum_SH631030.07FU
OTU_2292	k__Fungi
OTU_2287	k__Fungi
OTU_2294	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2319	k__Fungi
OTU_2310	k__Fungi;p__Ascomycota;c__Saccharomycetes
OTU_2321	k__Fungi
OTU_2304	k__Fungi
OTU_2303	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_blumeae_SH013744.07FU
OTU_2327	k__Fungi
OTU_2302	k__Fungi;p__Ascomycota
OTU_2323	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2296	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_2306	k__Fungi
OTU_2309	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2311	k__Fungi
OTU_2326	k__Fungi
OTU_2308	k__Fungi
OTU_2328	k__Fungi
OTU_2329	k__Fungi
OTU_2322	k__Fungi
OTU_2314	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales
OTU_2335	k__Fungi;p__Ascomycota
OTU_2316	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
OTU_2324	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales
OTU_2346	k__Fungi
OTU_2330	k__Fungi;p__Chytridiomycota
OTU_2334	k__Fungi
OTU_2337	k__Fungi
OTU_2355	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Pyrenulales;f__Pyrenulaceae;g__Pyrenula;s__Pyrenula_anomala_SH491646.07FU
OTU_2341	k__Fungi;p__Ascomycota
OTU_2343	k__Fungi
OTU_2350	k__Fungi
OTU_2332	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_restricta_SH176395.07FU
OTU_2348	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2359	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Coltricia
OTU_2338	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys
OTU_2344	k__Fungi;p__Ascomycota
OTU_2356	k__Fungi
OTU_2352	k__Fungi
OTU_2333	k__Fungi
OTU_2347	k__Fungi
OTU_2340	k__Fungi
OTU_2357	k__Fungi
OTU_2361	k__Fungi
OTU_2358	k__Fungi
OTU_2363	k__Fungi
OTU_2331	k__Fungi
OTU_2362	k__Fungi
OTU_2351	k__Fungi
OTU_2369	k__Fungi
OTU_2371	k__Fungi;p__Ascomycota;c__Eurotiomycetes
OTU_2339	k__Fungi
OTU_2383	k__Fungi
OTU_2364	k__Fungi
OTU_2391	k__Fungi
OTU_2365	k__Fungi
OTU_2384	k__Fungi;p__Ascomycota
OTU_2389	k__Fungi;p__Ascomycota
OTU_2377	k__Fungi
OTU_2372	k__Fungi
OTU_2382	k__Fungi;p__Ascomycota
OTU_2360	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
OTU_2349	k__Fungi
OTU_2397	k__Fungi
OTU_2402	k__Fungi;p__Ascomycota
OTU_2395	k__Fungi;p__Ascomycota
OTU_2398	k__Fungi;p__Ascomycota
OTU_2367	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06
OTU_2400	k__Fungi
OTU_2404	k__Fungi;p__Ascomycota
OTU_2368	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales
OTU_2403	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2401	k__Fungi
OTU_2387	k__Fungi
OTU_2394	k__Fungi
OTU_2410	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_falcatum_SH631030.07FU
OTU_2414	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma
OTU_2415	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_2411	k__Fungi;p__Chytridiomycota;c__GS13
OTU_2406	k__Fungi;p__Ascomycota
OTU_2376	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2393	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Apiosporaceae;g__Arthrinium;s__Arthrinium_hydei_SH285641.07FU
OTU_2380	k__Fungi;p__Ascomycota;c__Dothideomycetes
OTU_2413	k__Fungi;p__Ascomycota
OTU_2399	k__Fungi
OTU_2419	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2417	k__Fungi;p__Ascomycota
OTU_2396	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
OTU_2418	k__Fungi;p__Basidiomycota
OTU_2426	k__Fungi;p__Ascomycota
OTU_2416	k__Fungi;p__Ascomycota
OTU_2429	k__Fungi;p__Ascomycota
OTU_2424	k__Fungi
OTU_2433	k__Fungi
OTU_2436	k__Fungi;p__Ascomycota
OTU_2409	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06
OTU_2407	k__Fungi
OTU_2437	k__Fungi;p__Ascomycota
OTU_2443	k__Fungi
OTU_2439	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae
OTU_2440	k__Fungi;p__Ascomycota
OTU_2444	k__Fungi
OTU_2420	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2441	k__Fungi;p__Ascomycota
OTU_2438	k__Fungi;p__Ascomycota
OTU_2445	k__Fungi
OTU_2446	k__Fungi
OTU_2430	k__Fungi;p__Chytridiomycota
OTU_2431	k__Fungi
OTU_2455	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales
OTU_2448	k__Fungi;p__Ascomycota
OTU_2449	k__Fungi;p__Ascomycota
OTU_2423	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_2454	k__Fungi;p__Ascomycota
OTU_2447	k__Fungi
OTU_2450	k__Fungi;p__Ascomycota
OTU_2465	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera
OTU_2422	k__Fungi
OTU_2456	k__Fungi
OTU_2435	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiales_fam_Incertae_sedis;g__Hasegawazyma;s__Hasegawazyma_lactosa_SH191714.07FU
OTU_2457	k__Fungi
OTU_2459	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2460	k__Fungi
OTU_2451	k__Fungi
OTU_2468	k__Fungi
OTU_2452	k__Fungi;p__Ascomycota
OTU_2467	k__Fungi;p__Ascomycota
OTU_2464	k__Fungi;p__Basidiomycota
OTU_2453	k__Fungi
OTU_2469	k__Fungi
OTU_2476	k__Fungi
OTU_2478	k__Fungi
OTU_2473	k__Fungi
OTU_2481	k__Fungi
OTU_2458	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_2477	k__Fungi
OTU_2485	k__Fungi;p__Ascomycota
OTU_2489	k__Fungi
OTU_2470	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_persicinum_SH207979.07FU
OTU_2497	k__Fungi;p__Ascomycota
OTU_2471	k__Fungi
OTU_2494	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae
OTU_2490	k__Fungi
OTU_2493	k__Fungi
OTU_2462	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus
OTU_2466	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2496	k__Fungi;p__Ascomycota
OTU_2483	k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes
OTU_2498	k__Fungi
OTU_2500	k__Fungi
OTU_2506	k__Fungi
OTU_2501	k__Fungi
OTU_2512	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
OTU_2507	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_2486	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__Peziza_nivalis_SH210381.07FU
OTU_2509	k__Fungi
OTU_2502	k__Fungi;p__Ascomycota
OTU_2513	k__Fungi
OTU_2510	k__Fungi;p__Ascomycota
OTU_2511	k__Fungi
OTU_2479	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
OTU_2514	k__Fungi;p__Ascomycota
OTU_2526	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Calosphaeriales;f__Calosphaeriaceae;g__Jattaea;s__Jattaea_algeriensis_SH206448.07FU
OTU_2516	k__Fungi
OTU_2524	k__Fungi
OTU_2523	k__Fungi;p__Ascomycota
OTU_2522	k__Fungi
OTU_2520	k__Fungi
OTU_2517	k__Fungi
OTU_2492	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_taiwanensis_SH216368.07FU
OTU_2503	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2527	k__Fungi;p__Ascomycota
OTU_2504	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_2528	k__Fungi
OTU_2530	k__Fungi
OTU_2505	k__Fungi
OTU_2536	k__Fungi;p__Ascomycota
OTU_2531	k__Fungi;p__Ascomycota
OTU_2537	k__Fungi
OTU_2548	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina;s__Symbiotaphrina_buchneri_SH643910.07FU
OTU_2534	k__Fungi;p__Ascomycota
OTU_2542	k__Fungi
OTU_2521	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae
OTU_2540	k__Fungi
OTU_2554	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Calosphaeriales;f__Calosphaeriaceae;g__Jattaea;s__Jattaea_algeriensis_SH206448.07FU
OTU_2545	k__Fungi
OTU_2532	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_aphidis_SH209530.07FU
OTU_2552	k__Fungi
OTU_2519	k__Fungi
OTU_2553	k__Fungi
OTU_2556	k__Fungi;p__Ascomycota
OTU_2560	k__Fungi
OTU_2546	k__Fungi
OTU_2562	k__Fungi
OTU_2555	k__Fungi;p__Ascomycota
OTU_2563	k__Fungi;p__Ascomycota
OTU_2529	k__Fungi;p__Rozellomycota
OTU_2565	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2566	k__Fungi
OTU_2568	k__Fungi
OTU_2539	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2570	k__Fungi
OTU_2567	k__Fungi
OTU_2573	k__Fungi;p__Ascomycota
OTU_2558	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus_SH183329.07FU
OTU_2574	k__Fungi
OTU_2547	k__Fungi
OTU_2576	k__Fungi;p__Ascomycota
OTU_2557	k__Fungi
OTU_2572	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Cunninghamella;s__Cunninghamella_elegans_SH182834.07FU
OTU_2581	k__Fungi;p__Ascomycota
OTU_2538	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_2583	k__Fungi
OTU_2586	k__Fungi
OTU_2590	k__Fungi;p__Ascomycota
OTU_2587	k__Fungi;p__Ascomycota
OTU_2593	k__Fungi
OTU_2592	k__Fungi
OTU_2597	k__Fungi
OTU_2569	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium
OTU_2594	k__Fungi
OTU_2596	k__Fungi
OTU_2575	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_goulteri_SH185650.07FU
OTU_2607	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
OTU_2588	k__Fungi
OTU_2604	k__Fungi;p__Ascomycota
OTU_2598	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2601	k__Fungi;p__Ascomycota
OTU_2580	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2584	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae
OTU_2582	k__Fungi
OTU_2609	k__Fungi;p__Ascomycota
OTU_2599	k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;f__Kickxellaceae;g__Ramicandelaber
OTU_2611	k__Fungi
OTU_2612	k__Fungi;p__Ascomycota
OTU_2617	k__Fungi
OTU_2627	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
OTU_2615	k__Fungi
OTU_2614	k__Fungi
OTU_2622	k__Fungi
OTU_2628	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Pseudephebe;s__Pseudephebe_minuscula_SH207221.07FU
OTU_2608	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Cladorrhinum
OTU_2589	k__Fungi
OTU_2620	k__Fungi;p__Ascomycota
OTU_2606	k__Fungi
OTU_2600	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium
OTU_2631	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae
OTU_2603	k__Fungi
OTU_2621	k__Fungi
OTU_2624	k__Fungi
OTU_2626	k__Fungi
OTU_2629	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe
OTU_2632	k__Fungi
OTU_2633	k__Fungi;p__Ascomycota
OTU_2630	k__Fungi
OTU_2616	k__Fungi;p__Ascomycota;c__Dothideomycetes
OTU_2636	k__Fungi;p__Ascomycota
OTU_2638	k__Fungi
OTU_2619	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Ceratocystidaceae
OTU_2625	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2613	k__Fungi
OTU_2634	k__Fungi
OTU_2639	k__Fungi;p__Ascomycota
OTU_2669	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Helvella
OTU_2640	k__Fungi;p__Ascomycota
OTU_2654	k__Fungi
OTU_2642	k__Fungi
OTU_2657	k__Fungi
OTU_2637	k__Fungi
OTU_2650	k__Fungi
OTU_2656	k__Fungi
OTU_2658	k__Fungi;p__Ascomycota
OTU_2670	k__Fungi
OTU_2666	k__Fungi
OTU_2652	k__Fungi;p__Ascomycota
OTU_2649	k__Fungi
OTU_2664	k__Fungi
OTU_2662	k__Fungi;p__Ascomycota
OTU_2645	k__Fungi;p__Ascomycota
OTU_2668	k__Fungi;p__Ascomycota
OTU_2671	k__Fungi
OTU_2659	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_2667	k__Fungi
OTU_2673	k__Fungi
OTU_2674	k__Fungi
OTU_2677	k__Fungi
OTU_2676	k__Fungi;p__Ascomycota
OTU_2661	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Catenariaceae;g__Catenaria
OTU_2641	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma
OTU_2681	k__Fungi
OTU_2665	k__Fungi
OTU_2683	k__Fungi;p__Ascomycota
OTU_2679	k__Fungi
OTU_2672	k__Fungi
OTU_2691	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_chrysogenum_SH022283.07FU
OTU_2678	k__Fungi
OTU_2688	k__Fungi;p__Ascomycota
OTU_2685	k__Fungi;p__Ascomycota
OTU_2682	k__Fungi;p__Ascomycota
OTU_2694	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2695	k__Fungi
OTU_2697	k__Fungi
OTU_2699	k__Fungi
OTU_2700	k__Fungi
OTU_2704	k__Fungi;p__Ascomycota
OTU_2708	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Cyptotrama;s__Cyptotrama_asprata_SH181256.07FU
OTU_2693	k__Fungi
OTU_2703	k__Fungi;p__Glomeromycota
OTU_2709	k__Fungi;p__Ascomycota
OTU_2710	k__Fungi;p__Basidiomycota
OTU_2690	k__Fungi
OTU_2680	k__Fungi
OTU_2675	k__Fungi;p__Ascomycota;c__Saccharomycetes
OTU_2718	k__Fungi;p__Ascomycota
OTU_2707	k__Fungi
OTU_2713	k__Fungi;p__Ascomycota
OTU_2686	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
OTU_2715	k__Fungi
OTU_2712	k__Fungi
OTU_2706	k__Fungi
OTU_2716	k__Fungi
OTU_2722	k__Fungi
OTU_2720	k__Fungi
OTU_2692	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
OTU_2726	k__Fungi;p__Ascomycota
OTU_2702	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales
OTU_2701	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella
OTU_2725	k__Fungi;p__Ascomycota
OTU_2728	k__Fungi
OTU_2732	k__Fungi
OTU_2731	k__Fungi;p__Ascomycota
OTU_2727	k__Fungi
OTU_2736	k__Fungi
OTU_2730	k__Fungi
OTU_2734	k__Unassigned
OTU_2723	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella
OTU_2719	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora_livistonae_SH213231.07FU
OTU_2735	k__Fungi
OTU_2737	k__Fungi;p__Ascomycota
OTU_2742	k__Fungi
OTU_2744	k__Fungi
OTU_2721	k__Fungi;p__Ascomycota
OTU_2745	k__Fungi
OTU_2749	k__Fungi
OTU_2741	k__Fungi
OTU_2746	k__Fungi;p__Ascomycota
OTU_2740	k__Fungi
OTU_2729	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_2738	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06
OTU_2750	k__Fungi
OTU_2747	k__Fungi
OTU_2751	k__Fungi
OTU_2739	k__Fungi;p__Chytridiomycota
OTU_2752	k__Fungi;p__Ascomycota
OTU_2755	k__Fungi
OTU_2733	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma
OTU_2761	k__Fungi;p__Chytridiomycota
OTU_2762	k__Fungi
OTU_2743	k__Fungi
OTU_2773	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_2769	k__Fungi
OTU_2763	k__Fungi;p__Ascomycota
OTU_2765	k__Fungi;p__Ascomycota
OTU_2767	k__Fungi
OTU_2772	k__Fungi
OTU_2748	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora
OTU_2779	k__Fungi
OTU_2766	k__Fungi
OTU_2788	k__Fungi
OTU_2785	k__Fungi
OTU_2778	k__Fungi;p__Ascomycota
OTU_2790	k__Fungi;p__Ascomycota
OTU_2759	k__Fungi
OTU_2776	k__Fungi
OTU_2781	k__Fungi;p__Ascomycota
OTU_2754	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
OTU_2802	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
OTU_2787	k__Fungi
OTU_2784	k__Fungi
OTU_2791	k__Fungi;p__Ascomycota
OTU_2792	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Gigaspora;s__Gigaspora_margarita_SH180819.07FU
OTU_2794	k__Fungi
OTU_2793	k__Fungi
OTU_2805	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales
OTU_2801	k__Fungi
OTU_2799	k__Fungi
OTU_2797	k__Fungi
OTU_2812	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_rotundisporus_SH222494.07FU
OTU_2775	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_neriicola_SH406232.07FU
OTU_2803	k__Fungi
OTU_2800	k__Fungi;p__Basidiomycota
OTU_2783	k__Fungi
OTU_2789	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae
OTU_2807	k__Fungi;p__Ascomycota
OTU_2808	k__Fungi;p__Ascomycota
OTU_2814	k__Fungi
OTU_2817	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2806	k__Fungi
OTU_2811	k__Fungi
OTU_2815	k__Fungi;p__Ascomycota
OTU_2816	k__Fungi;p__Ascomycota
OTU_2828	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae
OTU_2833	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales
OTU_2824	k__Fungi;p__Ascomycota
OTU_2804	k__Fungi
OTU_2820	k__Fungi;p__Basidiomycota
OTU_2821	k__Fungi;p__Ascomycota
OTU_2819	k__Fungi;p__Ascomycota
OTU_2827	k__Fungi
OTU_2813	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
OTU_2823	k__Fungi;p__Ascomycota
OTU_2825	k__Fungi;p__Ascomycota
OTU_2832	k__Fungi
OTU_2829	k__Fungi
OTU_2836	k__Fungi
OTU_2837	k__Fungi;p__Ascomycota
OTU_2809	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae
OTU_2835	k__Fungi
OTU_2839	k__Fungi
OTU_2841	k__Fungi
OTU_2844	k__Fungi
OTU_2849	k__Fungi
OTU_2851	k__Fungi;p__Ascomycota;c__Dothideomycetes
OTU_2843	k__Fungi;p__Ascomycota
OTU_2834	k__Fungi
OTU_2853	k__Fungi
OTU_2859	k__Fungi;p__Ascomycota
OTU_2861	k__Fungi;p__Ascomycota
OTU_2858	k__Fungi;p__Ascomycota
OTU_2848	k__Fungi;p__Basidiomycota
OTU_2870	k__Fungi;p__Ascomycota
OTU_2864	k__Fungi
OTU_2867	k__Fungi
OTU_2838	k__Fungi
OTU_2873	k__Fungi;p__Ascomycota
OTU_2863	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_neoniveus_SH200782.07FU
OTU_2874	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae
OTU_2878	k__Fungi
OTU_2875	k__Fungi;p__Ascomycota
OTU_2876	k__Fungi
OTU_2830	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae
OTU_2877	k__Fungi
OTU_2889	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces
OTU_2882	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Raveneliaceae;g__Ravenelia
OTU_2871	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia
OTU_2880	k__Fungi;p__Basidiomycota
OTU_2881	k__Fungi
OTU_2884	k__Fungi;p__Basidiomycota
OTU_2840	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_copticola_SH205212.07FU
OTU_2854	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae
OTU_2846	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Coniosporium;s__Coniosporium_apollinis_SH186600.07FU
OTU_2850	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_2879	k__Fungi;p__Ascomycota
OTU_2886	k__Fungi
OTU_2895	k__Fungi
OTU_2883	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2892	k__Fungi
OTU_2869	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_2897	k__Fungi;p__Ascomycota
OTU_2888	k__Fungi
OTU_2890	k__Fungi
OTU_2891	k__Fungi
OTU_2900	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2904	k__Fungi
OTU_2901	k__Fungi
OTU_2906	k__Fungi
OTU_2885	k__Fungi;p__Rozellomycota
OTU_2894	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia
OTU_2905	k__Fungi
OTU_2908	k__Fungi
OTU_2907	k__Fungi
OTU_2910	k__Fungi
OTU_2918	k__Fungi
OTU_2909	k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__Monoblepharidaceae
OTU_2917	k__Fungi;p__Ascomycota
OTU_2911	k__Fungi
OTU_2927	k__Fungi
OTU_2924	k__Fungi
OTU_2937	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Gymnopus
OTU_2919	k__Fungi;p__Ascomycota
OTU_2932	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Calosphaeriales;f__Calosphaeriaceae;g__Calosphaeria;s__Calosphaeria_africana_SH208768.07FU
OTU_2898	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
OTU_2920	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2921	k__Fungi;p__Ascomycota
OTU_2931	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina
OTU_2899	k__Fungi
OTU_2925	k__Fungi;p__Ascomycota
OTU_2926	k__Fungi
OTU_2914	k__Fungi
OTU_2928	k__Fungi
OTU_2941	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_2916	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae_SH219461.07FU
OTU_2923	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_2902	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
