BacDMH6301	BacDMH6302	BacDMH6303	BacDMH6304	BacDMH6305	BacDMH6306	BacDMH6307	BacDMH6308	BacDMH6309	BacDMH6310	BacDMH6311	BacDMH6312	BacDMH6313	BacDMH6314	BacDMH6315	BacWMH6301	BacWMH6302	BacWMH6303	BacWMH6304	BacWMH6305	BacWMH6306	BacWMH6307	BacWMH6308	BacWMH6309	BacWMH6310	BacWMH6311	BacWMH6312	BacWMH6313	BacWMH6314	BacWMH6315	BacDMH63ZH01	BacDMH63ZH02	BacDMH63ZH03	BacDMH63ZH04	BacDMH63ZH05	BacDMH63ZH06	BacDMH63ZH07	BacDMH63ZH08	BacDMH63ZH09	BacDMH63ZH10	BacDMH63ZH11	BacDMH63ZH12	BacDMH63ZH13	BacDMH63ZH14	BacDMH63ZH15	BacWMH63ZH01	BacWMH63ZH02	BacWMH63ZH03	BacWMH63ZH04	BacWMH63ZH05	BacWMH63ZH06	BacWMH63ZH07	BacWMH63ZH08	BacWMH63ZH09	BacWMH63ZH10	BacWMH63ZH11	BacWMH63ZH12	BacWMH63ZH13	BacWMH63ZH14	BacWMH63ZH15	BacDWYJ01	BacDWYJ02	BacDWYJ03	BacDWYJ04	BacDWYJ05	BacDWYJ06	BacDWYJ07	BacDWYJ08	BacDWYJ09	BacDWYJ10	BacDWYJ11	BacDWYJ12	BacDWYJ13	BacDWYJ14	BacDWYJ15	BacWWYJ01	BacWWYJ02	BacWWYJ03	BacWWYJ04	BacWWYJ05	BacWWYJ06	BacWWYJ07	BacWWYJ08	BacWWYJ09	BacWWYJ10	BacWWYJ11	BacWWYJ12	BacWWYJ13	BacWWYJ14	BacWWYJ15	Bac2DWYJ01	Bac2DWYJ02	Bac2DWYJ03	Bac2DWYJ04	Bac2DWYJ05	Bac2DWYJ06	Bac2DWYJ07	Bac2DWYJ08	Bac2DWYJ09	Bac2DWYJ10	Bac2DWYJ11	Bac2DWYJ12	Bac2DWYJ13	Bac2DWYJ14	Bac2DWYJ15	Bac2WWYJ01	Bac2WWYJ02	Bac2WWYJ03	Bac2WWYJ04	Bac2WWYJ05	Bac2WWYJ06	Bac2WWYJ07	Bac2WWYJ08	Bac2WWYJ09	Bac2WWYJ10	Bac2WWYJ11	Bac2WWYJ12	Bac2WWYJ13	Bac2WWYJ14	Bac2WWYJ15	Bac2DMH6301	Bac2DMH6302	Bac2DMH6303	Bac2DMH6304	Bac2DMH6305	Bac2DMH6306	Bac2DMH6307	Bac2DMH6308	Bac2DMH6309	Bac2DMH6310	Bac2DMH6311	Bac2DMH6312	Bac2WMH6301	Bac2WMH6302	Bac2WMH6303	Bac2WMH6304	Bac2WMH6305	Bac2WMH6306	Bac2WMH6307	Bac2WMH6308	Bac2WMH6309	Bac2WMH6310	Bac2WMH6311	Bac2WMH6312	Bac2DMH63ZH01	Bac2DMH63ZH02	Bac2DMH63ZH03	Bac2DMH63ZH04	Bac2DMH63ZH05	Bac2DMH63ZH06	Bac2DMH63ZH07	Bac2DMH63ZH08	Bac2DMH63ZH09	Bac2DMH63ZH10	Bac2DMH63ZH11	Bac2DMH63ZH12	Bac2DMH63ZH13	Bac2DMH63ZH14	Bac2DMH63ZH15	Bac2WMH63ZH01	Bac2WMH63ZH02	Bac2WMH63ZH03	Bac2WMH63ZH04	Bac2WMH63ZH05	Bac2WMH63ZH06	Bac2WMH63ZH07	Bac2WMH63ZH08	Bac2WMH63ZH09	Bac2WMH63ZH10	Bac2WMH63ZH11	Bac2WMH63ZH12	Bac2WMH63ZH13	Bac2WMH63ZH14	Bac2WMH63ZH15	BacDBS01	BacDBS02	BacDBS03	BacDBS04	BacDBS05	BacDBS06	BacWBS01	BacWBS02	BacWBS03	BacWBS04	BacWBS05	BacWBS06	Bac2DBS01	Bac2DBS02	Bac2DBS03	Bac2DBS04	Bac2DBS05	Bac2DBS06	Bac2WBS01	Bac2WBS02	Bac2WBS03	Bac2WBS04	Bac2WBS05	Bac2WBS06
bacOTU_1612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	5	0	0	5	1	0	9	9	0	4	1	11	61	2	0	4	1	2	1	7	2	2	4	1	7	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	1	1	0	2	1	3	1	0	2	6	5	9	0	2	1	10	3	2	1	3	1	1	0	2	1	0	1	4	1	2	3	0	3	1	0	1	0	1	2	3	0	1	0	0	1	1	0	2	1	1	1	2	0	1	1	1	0	0	2	1	1	2	1	1	5	4	4	4	1	2	1	1	0	1	2	2	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	2	1	2	0	0	0	1	0
bacOTU_1614	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	11	0	0	1	0	0	1	1	2	1	22	0	17	4	1	0	1	3	2	3	11	0	1	4	5	11	4	0	0	4	1	2	1	2	0	1	0	18	1	0	0	0	0	2	2	0	0	1	0	0	0	3	8	0	0	0	0	1	6	0	0	1	7	4	8	1	0	0	0	0	1	0	2	7	4	0	1	0	0	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
bacOTU_1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	3	0	1	3	1	3	1	1	1	2	2	0	2	2	3	3	2	0	0	1	4	2	4	6	0	3	0	2	2	1	3	0	5	1	2	0	1	7	2	6	1	3	1	1	42	1	1	0	0	1	3	2	3	0	5	3	2	1	2	0	1	2	1	1	3	2	1	2	2	1	17	4	1	4	2	6	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	1	2	4
bacOTU_1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	3	0	2	0	0	0	2	1	2	126	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacOTU_1621	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	3	1	8	3	3	2	3	0	3	0	1	4	2	1	1	2	3	2	10	8	1	0	2	4	0	3	7	1	6	2	1	2	3	4	2	1	0	2	0	1	3	2	2	2	1	1	0	1	0	0	1	8	0	1	0	0	1	2	3	1	4	1	0	3	3	2	1	0	0	1	5	1	1	0	1	3	2	0	1	7	2	2	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	2	1	0	0	1	1	0	0
bacOTU_1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	21	1	22	0	27	8	14	8	9	3	1	0	0	0	0	0	0	0	0	0	0	0	1
bacOTU_1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	2	0	0	15	1	1	1	4	0	2	8	46	1	9	8	0	0	10	6	4	2	5	1	0	1	0	0	0	0	0	0	0	1	1	0	5	3	1	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	5	2	7	0	0	2	0	5	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	2	1	6	0
bacOTU_1624	0	1	2	0	1	0	0	0	1	0	2	1	0	0	1	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	2	4	0	3	0	1	1	1	0	2	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	1	4	0	0	1	2	2	1	1	1	0	3	0	0	2	2	0	1	1	0	0	2	1	0	4	0	1	1	0	0	1	1	2	1	1	0	1	1	3	0	2	3	2	1	0	0	1	0	2	0	2	0	0	5	2	2	0	0	1	2	1	1	1	1	2	3	1	1	0	3	2	4	0	2	0	1	0	4	4	6	2	1	1	0	0	2	0	0	3	0	1	1	4	2	1	2	0	1	1	1
bacOTU_1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	4	1	0	0	2	5	0	3	4	0	1	0	3	1	4	2	0	3	5	7	4	2	7	2	1	2	3	2	1	3	10	1	1	2	1	1	0	0	2	3	1	0	0	12	3	1	0	8	0	4	7	3	5	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	3	2	0	0	2	0	1	4	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	1	6	3	8	9	5	9	8	6
bacOTU_1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	1	2	0	1	0	3	1	4	0	3	0	1	0	3	2	1	3	2	1	1	3	4	1	3	1	0	2	1	2	3	0	2	2	0	3	1	1	0	1	3	0	2	2	0	1	0	1	3	1	1	4	7	0	1	1	2	3	0	2	1	1	0	1	0	2	0	3	2	3	1	1	0	1	2	6	1	1	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	5	0	2	4	2	0	3	0	2
bacOTU_1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	9	0	1	1	1	117	2	17	6	5	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_163	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	130	20	77	83	243	27	109	15	22	45	42	144	107	42	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	4	2	129	2	77	6	7	70	229	37	5	28	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	1	1	0	2	1	172	5	2	11	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	5	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	5	8	2	23	31	17	23	1	7	1	26	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	1	8	3	3	20	35	4	0	8	22	2	9	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
bacOTU_1632	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	3	1	1	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	14	8	12	13	12	13	3	2	0	3	0	3	2	3	3	4	0	4	3	4	1	6	4	4
bacOTU_1633	0	1	3	0	0	1	5	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	2	0	0	17	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	1	9	1	8	0	1	8	1	2	0	0	1	0	0	1	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	2	2	1	14	2	7	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	4	2	0	2	4	1	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	4	7	4	5	3	12	2	2	5	5	5
bacOTU_1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	6	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	1	0	0	2	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	9	6	1	0	13	2	2	3	0	1	0	5	25	10	2	0	1	0	2	0	1	0	1	0	0	0	3	0	2	2	1	0	1	0	3	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	2	13	3	0	9	3	4	1	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	2	0	1	3	0	0
bacOTU_1638	0	0	0	1	0	4	1	4	1	1	0	0	0	2	0	1	5	2	3	2	0	3	4	1	2	1	1	7	5	2	0	1	0	1	0	1	1	1	3	1	2	1	2	11	3	0	6	6	0	0	1	2	2	1	2	0	2	0	0	1	0	2	1	0	0	2	2	6	5	6	7	2	6	6	5	3	13	3	3	2	1	2	1	1	0	5	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1639	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	5	14	8	11	9	5	4	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	3	1	1	1	2	1	1	4	0	1	2	2	0	2	3	1	1	0	0	1	1	0	0	0	1	3	3	4	0	3	0	2	1	0	1	1	0	0	0	1	3	2	0	1	0	1	2	6	1	0	2	0	0	4	2	7	1	0	2	0	3	0	1	1	0	0	3	1	3	2	8	1	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	9	2	2	3	3	1	0	0	2	0
bacOTU_1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	26	1	0	0	0	1	0	0	2	0	1	0	0	2	1	18	2	0	1	8	1	6	2	2	6	0	4	0	1	1	1	0	0	0	0	2	0	1	3	3	29	6	2	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	2	16	1	1	1	0	0	1	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	2	0	2	0	0	1	3	4	0	0	1	3	1	4	0	0	2	1	0	1	0	2	0	1	0	0	4	3	6	1	2	0	2	6	2	8	1	1	4	1	1	1	1	1	1	4	1	1	4	1	2	2	2	0	1	4	2	0	3	3	1	0	2	0	4	1	1	2	0	4	2	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	1	3	1	1	1	4	1	0
bacOTU_1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	2	2	1	0	4	3	0	2	1	0	0	0	2	2	0	0	0	2	1	0	3	0	1	0	0	0	1	1	0	1	4	1	1	3	2	3	0	2	0	0	0	1	2	2	0	6	1	4	0	0	2	2	2	1	0	12	0	2	1	0	3	0	0	2	0	0	1	0	1	1	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	1	3	3	4	6	4	2	4	1	3
bacOTU_1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25	22	4	2	3	8	7	8	0	3	3	15	17	39	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	2	14	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	8	4	1	2	1	2	1	0	5	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	1	0	0	1	0	2	0	0	0	0	0	0
bacOTU_1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	1	0	0	2	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1	0	1	0	1	2	0	0	2	1	0	0	0	0	0	2	1	0	2	2	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	1	1	2	0	0	3	0	1	1	0	0	0	2	1	15	2	9	1	12	0	1	5	2	6	2	0	4	3	5	4	6	9	2	2	2	2	7	9
bacOTU_1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	1	0	0	0	0	0	23	2	0	0	0	49	0	7	9	0	0	10	8	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	8	4	6	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	2	1	0	0	1	0	0	4	5	4	1	1	5	0	4	3	2	8	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	7	3	1	2	0	3	2	0	3	4	0	0	0	0	1	0	0	0	1	0	0	0	1	1	2	0	0	6	0	2	5	2	0	0	5	1	25	3	4	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1651	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	120	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
